index,Date,Location,Operator,AC Type,Aboard,Aboard Passengers,Aboard Crew,Fatalities,Fatalities Passengers,Fatalities Crew,Ground,Summary,Passenger to Crew Ratio,Survival Rate,Company,Primary Cause,Specific Reason,Incident Outcome,Operator Type,Aircraft Size,Severity Score
2059,1963-10-22,"Near Tisbury, England",British Aircraft Corporation,BAC One-Eleven 200AB,7.0,0.0,7.0,7.0,0.0,7.0,0.0,during a stalling test the aircraft entered a stable stalled condition from which recovery was not possible.,0.0,0.0,British Aircraft Corporation,Unknown,Unknown,Unknown,Commercial,Small,8.0
2060,1963-11-08,"Mariehamn, Aaland Island, Finland",Finnair,Douglas DC-3,24.0,21.0,3.0,22.0,19.0,3.0,0.0, the aircraft flew below the safe flying altitude and hit trees on the approach line in fog. wrong indication of the pilot's altimeter during the instrument approach. landing carried out in below minimum conditions.,7.0,8.33,McDonnell Douglas,TECHNICAL,Instrument Failure,Crashed,Commercial,Small,22.92
2061,1963-11-29,"Ste. Therese de Blainville, Canada",Trans Canada Air Lines,McDonnell Douglas DC-8F-54F,118.0,111.0,7.0,118.0,111.0,7.0,0.0,the aircraft crashed about 5 minutes after leaving dorval airport in montreal. icing of the pitot system or failure of the vertical gyro or an unprogrammed and unnoticed extension of the pitch trim compensator.,15.86,0.0,McDonnell Douglas,Unknown,Unknown,Crashed,Commercial,Large,119.0
2062,1963-12-07,"Near Nederland, Colorado",Zantop Air Transport,Curtis C-46A-20-CU,3.0,1.0,2.0,3.0,1.0,2.0,0.0,"the cargo plane impacted a vertical rock face at 12,500 ft. pilot in command executed improper in-flight decisions and planning and exercised poor judgment.",0.5,0.0,Other,OPERATIONAL,Cargo Related,Unknown,Cargo,Small,4.0
2063,1963-12-08,"Elkton, Maryland",Pan American World Airways,Boeing B-707-121,81.0,73.0,8.0,81.0,73.0,8.0,0.0,"the airliner was on a flight from baltimore to philadelphia. the aircraft was in a holding pattern along with 5 other planes when the control tower received a mayday message. the plane was seen going down in flames and crashed 10 miles southwest of new castle, delaware. the aircraft was struck by lightning.  lightning induced ignition of fuel tank vapors. within two weeks after the accident, the faa ordered lightning discharge wicks to be installed on all commercial jet airliners. the aircraft was named clipper tradewind.",9.12,0.0,Boeing,WEATHER,Lightning Strike,Crashed,Commercial,Medium,82.0
2064,1963-12-12,"Gazni, Afghanistan",Trans Mediterranean Airways,Douglas C-54A,3.0,0.0,3.0,3.0,0.0,3.0,0.0,"the cargo plane struck a mountain while en route. a wrong estimation of the wind speed and direction resulted in a navigation error which brought the aircraft 42 nm from the approved air route. possible contributing factors were: lack of weather forecast prior to takeoff, personal worries, fatigue and lack of oxygen, inadequate charts and maps.",0.0,0.0,McDonnell Douglas,WEATHER,Severe Wind Conditions,Strucked,Commercial,Small,4.0
2065,1963-12-15,"Cairo, Egypt",Misrair,Vickers 634 Viking 1B,6.0,1.0,5.0,6.0,1.0,5.0,0.0,crashed shortly after taking off.,0.2,0.0,Vickers,Unknown,Unknown,Crashed,Commercial,Small,7.0
2066,1963-12-17,"Los Angeles, California",Western Airlines,Douglas DC-6B,46.0,40.0,6.0,0.0,0.0,0.0,0.0,the  no 1. and no2. engine propellers touched the runway after an attempted go-around during landing.  a safe landing was made at lockheed air terminal in burbank.  failure of the pilot to maintain a positive rate of climb and the premature retraction of the landing gear during a go-around in the fog.,6.67,100.0,McDonnell Douglas,OPERATIONAL,Landing Related,Unknown,Commercial,Small,0.0
2067,1964-01-09,"Zarate, Argentina",Aerolineas Litoral Argentina,Douglas DC-3,30.0,27.0,3.0,28.0,25.0,3.0,0.0,"the pilot reported a localized fire in the cabin. soon after, he attempted to land at an airfield close to zarate.  the aircraft struck the ground with its landing gear, left engine and wing which resulted in a break-up of the plane and subsequent fire. crew was possibly overcome by fumes from the fire.",9.0,6.67,McDonnell Douglas,TECHNICAL,Engine Failure,Strucked,Commercial,Small,28.93
2068,1964-02-03,"Near Ankara, Turkey",Turkish Airlines (THY),Douglas C-47A,3.0,0.0,3.0,3.0,0.0,3.0,0.0,the cargo plane crashed short of the runway while on approach. improper ifr procedure. descended below mda.,0.0,0.0,McDonnell Douglas,HUMAN_FACTOR,Procedural Error,Crashed,Commercial,Small,4.0
2069,1964-02-03,"Gainsville, Florida",South Central Airlines,Beech D18S,10.0,9.0,1.0,10.0,9.0,1.0,0.0,"the aircraft made a steep climb to 200 ft., stalled and crashed striking the departure end of runway 6. pilot's failure to properly load the aircraft, resulting  in insufficient elevator effectiveness to reverse an unwanted pitching motion.",9.0,0.0,Other,OPERATIONAL,Runway Related,Crashed,Commercial,Small,11.0
2070,1964-02-04,"Yacuiba, Bolivia",Lloyd Aéreo Boliviano,Douglas DC-3,29.0,26.0,3.0,2.0,2.0,2.0,0.0,the aircraft stalled and  crashed at the end of the runway after liftoff.,8.67,93.1,McDonnell Douglas,OPERATIONAL,Runway Related,Crashed,Commercial,Small,2.07
2071,1964-02-18,"Banihal Pass, India",Military - Indian Air Force,Ilyushin IL-14,13.0,8.0,5.0,13.0,8.0,5.0,0.0,crashed into a mountain while en route.,1.6,0.0,Ilyushin,Unknown,Unknown,Crashed,Military,Small,14.0
2072,1964-02-21,"Marawi, Philippines",Philippine Air Lines,Douglas DC-3,32.0,29.0,3.0,31.0,28.0,3.0,0.0,struck trees on a mountain ridge and crashed while attempting to land. continued flight under vfr into ifr conditions.,9.67,3.12,McDonnell Douglas,Unknown,Unknown,Crashed,Commercial,Small,31.97
2073,1964-02-25,"Lake Pontchartrain, New Orleans, Louisiana",Eastern Air Lines,McDonnell Douglas DC-8-21,58.0,51.0,7.0,58.0,51.0,7.0,0.0,"the aircraft crashed into lake pontchartrain, 19 miles northeast of new orleans international airport, shortly after taking off. mechanical failure. uncommanded extension of the pitch trim compensator. degradation of aircraft stability characteristics in turbulence, because of abnormal longitudinal trim component positions.  malfunctioning pitch trim compensator.",7.29,0.0,McDonnell Douglas,TECHNICAL,Mechanical Failure,Crashed,Commercial,Medium,59.0
2074,1964-02-27,"Oita, Japan",Fuji Airlines,Convair CV-240-0,42.0,37.0,5.0,20.0,18.0,2.0,0.0,"ran past end of runway when landing and ran into a river dike, broke in three and burst into flames. malfunctioning propeller reverser, excessive speed and insufficient  braking.",7.4,52.38,Convair,OPERATIONAL,Runway Related,Explosion,Commercial,Small,20.48
2075,1964-02-29,"Near Innsbruck, Austria",British Eagle International Airlines,Bristol Britannia 312,83.0,75.0,8.0,83.0,75.0,8.0,0.0,"the aircraft crashed into mt. glungezer and then slid down a gorge, 10 miles ese of the airport while in a holding pattern. the pilot descended below the minimum safe altitude in an apparent attempt to penetrate the overcast flying vfr in ifr conditions.",9.38,0.0,Bristol Aeroplane Company,Unknown,Unknown,Crashed,Commercial,Medium,84.0
2076,1964-03-01,"Near Zephyr Cove, Nevada",Paradise Airlines,Lockheed 049 Constellation,85.0,81.0,4.0,85.0,81.0,4.0,0.0,"the aircraft crashed into genoa peak while attempting to land under vfr conditions after a missed approach and go-around. the captain's decision not to wait until the weather improved or divert to an alternate airport during adverse weather conditions. the pilot's deviation from prescribed vfr flight procedures in attempting a visual landing approach in adverse weather conditions. this resulted in an abandoned approach and geographical disorientation while flying below the minimum altitude prescribed or operations in mountainous areas. the aircraft was named ""city of los angeles.""",20.25,0.0,Lockheed Martin,WEATHER,Adverse Weather,Crashed,Commercial,Medium,86.0
2077,1964-03-04,"Barrackpore, India",Military - Indian Air Force,Fairchild C-119,22.0,17.0,5.0,22.0,17.0,5.0,0.0,"while flying from barrackpore afs (near calcutta) to bagdogra afs (near siliguri), the aircraft crashed into the hooghly river.",3.4,0.0,Fairchild Aircraft,Unknown,Unknown,Crashed,Military,Small,23.0
2078,1964-03-08,Near Chicago Illinois,Snow Valley Ski Lines,Douglas DC-3,30.0,28.0,2.0,1.0,0.0,1.0,0.0,crashed after executing a missed apporach. improper operation of powerplant and powerplant controls.,14.0,96.67,McDonnell Douglas,Unknown,Unknown,Crashed,Commercial,Small,1.03
2079,1964-03-08,"Bogota, Colombia",Taxi Aereo de Santander,Douglas DC-3,28.0,25.0,3.0,28.0,25.0,3.0,0.0,crashed during final approach. evasive maneuver to avoid a mid-air collision with another aircraft caused the pilot to lose control of the aircraft.,8.33,0.0,McDonnell Douglas,Unknown,Unknown,Crashed,Commercial,Small,29.0
2080,1964-03-10,"Boston, Massachutes",Slick Airways - Cargo,Douglas DC-4,3.0,0.0,3.0,3.0,0.0,3.0,0.0,"while on approach, the cargo plane suddenly pitched down and crashed short of the runway. loss of balancing forces on the horizontal surface of the empennage of the aircraft, due to ice accretion, causing the aircraft to pitch nose down at an altitude too low to effect recovery.",0.0,0.0,McDonnell Douglas,WEATHER,Icing Conditions,Crashed,Cargo,Small,4.0
2081,1964-03-12,"Miles City, Montana",Frontier Airlines,Douglas DC-3C,5.0,2.0,3.0,5.0,2.0,3.0,0.0,"struck a ridge while approaching miles city in sleet and freezing rain while on a vor instrument approach. the descent below obstructing terrain, for reasons undetermined, during an instrument approach in adverse weather conditions.",0.67,0.0,McDonnell Douglas,TECHNICAL,Instrument Failure,Strucked,Commercial,Small,6.0
2082,1964-03-20,"Near Danbury, North Carolina",Commercial Air Taxi,Piper PA-23,3.0,2.0,1.0,3.0,2.0,1.0,0.0,the aircraft suffered engine failure in flight and crashed. carburetor icing. improper emergency procedures. alcohol impairment.,2.0,0.0,Other,TECHNICAL,Engine Failure,Crashed,Commercial,Small,4.0
2083,1964-03-28,"Mt. Vesuvius, Italy",Alitalia,Vickers Viscount 785D,45.0,40.0,5.0,45.0,40.0,5.0,0.0,the plane crashed during  final approach. failure to discontinue visual approach in the absence of minimum visibility conditions required for the type of maneuvers involved. abnormally wide initiation of down wind leg which brought the aircraft along an unsafe path in relation to the terrain in the area.,8.0,0.0,Vickers,WEATHER,Severe Wind Conditions,Crashed,Commercial,Small,46.0
2084,1964-03-28,North Pacific Ocean,Private - Facilities Management Co.,Douglas C-54A-10-DC,9.0,6.0,3.0,9.0,6.0,3.0,0.0,"disappeared while en route, 1,120 nm w of san francisco, after the pilot reported he had a bad fire in the no. 2 engine.",2.0,0.0,McDonnell Douglas,TECHNICAL,Engine Failure,Disappearance,Commercial,Small,10.0
2085,1964-04-12,"Hargeisa, Somalia",Aden Airways,Douglas DC-3,15.0,12.0,3.0,15.0,12.0,3.0,0.0,crashed while approaching the airport.,4.0,0.0,McDonnell Douglas,Unknown,Unknown,Crashed,Commercial,Small,16.0
2086,1964-04-17,"Elim, Alaska",Wein Alaska Airlines Inc.,Cessna 185,2.0,1.0,1.0,2.0,1.0,1.0,0.0,flew into whiteout conditions and crashed.  atc did not advise of unsafe weather conditions.,1.0,0.0,Cessna,WEATHER,Adverse Weather,Crashed,Commercial,Small,3.0
2087,1964-04-17,"Dhahran, Saudi Arabia",Middle East Airlines,Sud Aviation Caravelle 3,49.0,42.0,7.0,49.0,42.0,7.0,0.0,"crashed into the sea, 4 nm off shore while on approach to dhahran airport in a sandstorm.",6.0,0.0,Sud Aviation,Unknown,Unknown,Crashed,Commercial,Small,50.0
2088,1964-05-07,"San Ramon, California",Pacific Air Lines,Fairchild F-27A,44.0,41.0,3.0,44.0,41.0,3.0,0.0,"the aircraft went into a steep dive and crashed 26 miles from it destinatiion of san francisco internatiional airport. the last message which had to be obtained through laboratory analysis was ""skipper's shot.  we've been shot.  i was trying to help.""  francisco gonzales, a passenger, who had told several people he was going to kill himself, shot both the pilot and co-pilot. gonzales, 27, a former member of the philippine yachting team at the 1960 olympics, had purchased life insurance policies totaling $105,000 prior to the flight.",13.67,0.0,Fairchild Aircraft,EXTERNAL,Shot Down,Crashed,Commercial,Small,45.0
2089,1964-05-08,"Near Lima, Peru",Fuerza Aérea Argentina,Douglas C-54,49.0,42.0,7.0,46.0,40.0,6.0,0.0,crashed into a sand dune while attempting to land at lima in heavy fog. improper ifr procedures by the crew.,6.0,6.12,McDonnell Douglas,WEATHER,Poor Visibility (Fog),Crashed,Commercial,Small,46.94
2090,1964-05-11,"Papanga, Philippines",Military - U.S. Air Force,Boeing C-135B,84.0,74.0,10.0,79.0,74.0,5.0,0.0,"while attempting to land at clark air force base, the aircraft contacted the perimeter fence, 3,500 ft. from the threshold of the runway, causing the plane to clip the tower and crash 300 ft. left of the runway center line. wrong approach configuration on part of the flying crew who decided to continue the approach despite he was instructed by atc to abandon the approach and to go around",7.4,5.95,Boeing,OPERATIONAL,Runway Related,Crashed,Military,Medium,79.94
2091,1964-05-20,"Sibuco Point ,Philippines",Philippine Air Lines,de Havilland Canada DHC-3 Otter,11.0,10.0,1.0,11.0,10.0,1.0,0.0,"struck a hill while taking off. the pilot continued to fly vfr into unfavourable weather over the jagged shoreline with practically zero visibility due to heavy rain. at the time of the accident, the visibility was below minima.",10.0,0.0,de Havilland Canada,WEATHER,Adverse Weather,Strucked,Commercial,Small,12.0
2092,1964-05-27,"Itapecerica da Serra, Brazil",VASP,Douglas C-47-DL (DC-3),3.0,0.0,3.0,3.0,0.0,3.0,0.0,the plane was being used for training. witnesses reported the plane exploded in the air  and broke in three parts before reaching the ground. the body of one of the crew was seen being thrown out of the cabin.,0.0,0.0,McDonnell Douglas,HUMAN_FACTOR,Training Related,Explosion,Commercial,Small,4.0
2093,1964-06-13,"Jeddah, Saudia Arabia Jeddah, Saudia Arabia",Saudi Arabian Airlines,Douglas C-47A,2.0,0.0,2.0,2.0,0.0,2.0,0.0,crashed into the red sea.,0.0,0.0,McDonnell Douglas,Unknown,Unknown,Crashed,Commercial,Small,3.0
2094,1964-06-20,"Taichung, Taiwan",Civil Air Transport,Curtiss C-46-CU,57.0,52.0,5.0,57.0,52.0,5.0,0.0,"the plane crashed on takeoff into a rice paddy at san chiao village north northeast of the airport. the pilot discovered the left engine was overspeeding and made an abrupt left turn to land at kung-kuan military air base. during the turn he lost control and crashed into mountains. probable cause: about 5 miles west of the accident site was kung-kuan military air base. six miles south-southwest was shui-nan airport from where the aircraft took off. on the right side of the flight pattern was a chain of mountains. it was concluded that, when the pilot found that the left engine was overspeeding, he made an abrupt left turn to land at kung-kuan military air base or return to shui-nan airport. during the turn he lost control of the aircraft, which crashed to the ground.",10.4,0.0,Curtiss,TECHNICAL,Engine Failure,Crashed,Cargo,Medium,58.0
2095,1964-06-21,"Off Palma de Mallorca, Spain",TASSA,Douglas DC-3,28.0,25.0,3.0,1.0,1.0,0.0,0.0,both engines failed and the plane ditched 1 mile offshore and sank.,8.33,96.43,McDonnell Douglas,Unknown,Unknown,Water Landing,Commercial,Small,1.04
2096,1964-07-08,"Knoxville, Tennessee",United Air Lines,Caravelle VIR,53.0,48.0,5.0,1.0,1.0,0.0,0.0,"while climbing to cruise altitude the plane hit turbulence, downdrafts and updrafts. one passenger's seat belt  failed, killing the passenger.",9.6,98.11,Other,Unknown,Unknown,Crashed,Commercial,Medium,1.02
2097,1964-07-09,"Parrottsville, Tennesee",United Air Lines,Vickers Viscount 745D,39.0,35.0,4.0,39.0,35.0,4.0,0.0,"the plane crashed 2 miles northeast of parrottsville after experiencing an uncontrollable fire of unknown origin which started below the passenger floor and eventually involved the passenger cabin. one passenger died after free-falling out of the no. 4 emergency escape window of the plane in an attempt to escape the onboard fire. the ignition source was never determined, but it is thought the plane's battery or something in a passenger's luggage caused the fire.  testing revealed lethal amounts of co2 could be discharged into the cockpit instead of the lower baggage compartment. the plane was seen flying erratically and the fire eventually burned through the controls.  it is likely the crew was unconscious by then.",8.75,0.0,Vickers,Unknown,Unknown,Crashed,Commercial,Small,40.0
2098,1964-07-16,"Richmond, Virginia",Eastern Air Lines,Douglas DC-7B,76.0,71.0,5.0,0.0,0.0,0.0,0.0,"landed 17 feet short of the runway threshold, tore off the landing gear, slid and caught fire. pilot misjudged altitude and distance and undershot during landing.",14.2,100.0,McDonnell Douglas,OPERATIONAL,Landing Related,Shot Down By Enemy,Commercial,Medium,0.0
2099,1964-07-31,"Near Nashville, Tennesee",Private,Beechcraft 35-B33 Debonair,2.0,1.0,1.0,2.0,1.0,1.0,0.0,"the aircraft crashed during an intense rainstorm into dense woods 6.5 miles south of the nashville airport,  while on a return trip from batesville arkansas. it took searchers 2 days to find the wreckage. country western singer jim reeves, 40, and his manager, dean manuel were killed. reeves was piloting the plane and was 2 minutes from touchdown when he apparently lost visual reference with the ground and experienced spatial disorientation. pilot error. vfr flight into adverse weather conditions.",1.0,0.0,Beechcraft,WEATHER,Adverse Weather,Crashed,Commercial,Small,3.0
2100,1964-08-22,"Near Tipuani, Bolivia",Servicios Aéreos Cochabamba,Douglas C-47A-25-DK,4.0,2.0,2.0,4.0,2.0,2.0,0.0,struck huayna hill in poor weather. the flight was conducted in imc conditions at an altitude unsafe for operations of that nature through the huayna pass.,1.0,0.0,McDonnell Douglas,WEATHER,Adverse Weather,Strucked,Commercial,Small,5.0
2101,1964-09-02,"Island of Sakhalin, Russia",Aeroflot,Ilyushin IL-18B,87.0,78.0,9.0,87.0,78.0,9.0,0.0,"after insisting on and getting a direct approach without completing a standard traffic pattern, the airliner crashed into a wooded hillside. the controller lacked the radar with which to monitor the flight. blame was placed on both the crew of the airliner and the atc. lack of radar facilities. premature descent. inexperience with the area and poor flight planning.",8.67,0.0,Ilyushin,Unknown,Unknown,Crashed,Commercial,Medium,88.0
2102,1964-09-04,"Near Vaong Nong, Thailand",Military - Royal Thai Air Force,Douglas C-47,34.0,27.2,6.8,28.0,27.2,6.8,0.0,struck a tree and crashed during a nighttime landing attempt.,4.0,17.65,McDonnell Douglas,OPERATIONAL,Landing Related,Crashed,Military,Small,28.82
2103,1964-09-04,"Pico da Caledonia, Brazil",VASP,Vickers Viscount 710C,39.0,34.0,5.0,39.0,34.0,5.0,0.0,crashed into mt. nova. deviated off course for unknown reasons.,6.8,0.0,Vickers,Unknown,Unknown,Crashed,Commercial,Small,40.0
2104,1964-09-15,"Near Condoto, Colombia",AVIANCA,Douglas C-47A,2.0,0.0,2.0,2.0,0.0,2.0,0.0,"the cargo plane touched down, bounced twice, climbed and crashed. improperly loaded cargo.",0.0,0.0,McDonnell Douglas,OPERATIONAL,Cargo Related,Crashed,Commercial,Small,3.0
2105,1964-10-02,"Addis Ababa, Ethiopia",Interocean,Lockheed L-749A-79 Constellation,7.0,0.0,7.0,1.0,0.0,1.0,0.0,the cargo plane left the runway and crashed while landing.,0.0,85.71,Lockheed Martin,OPERATIONAL,Runway Related,Crashed,Commercial,Small,1.14
2106,1964-10-02,"Near Trevelez, Granada, Spain",Union des Transportes Aeriens,Douglas DC-6B,80.0,73.0,7.0,80.0,73.0,7.0,0.0,"about an hour and a half after departing palma de mallorca the airliner crashed into mt. alcazaba, 20 miles sse of granada. deviated off course. cause unknown.",10.43,0.0,McDonnell Douglas,Unknown,Unknown,Crashed,Cargo,Medium,81.0
2107,1964-10-09,"Near Sibiu, Romania",Tarom,Ilyushin IL-14,32.0,28.0,4.0,32.0,28.0,4.0,0.0,"en route, the airplane encountered strong downdrafts and severe turbulences, causing the fuselage to fail.",7.0,0.0,Ilyushin,Unknown,Unknown,Unknown,Commercial,Small,33.0
2108,1964-10-19,"Near Belgrade, Yugoslavia",Military - Soviet Air Force,Ilyushin IL-18,33.0,29.0,4.0,33.0,29.0,4.0,0.0,"instructed to land at belgrade from the west, the aircraft was too low and off course when it hit avala hill, 600 ft. below the peak, exploding in flames.",7.25,0.0,Ilyushin,Unknown,Unknown,Crashed,Military,Small,34.0
2109,1964-11-03,"Branson, Colorado",Mustang Aviati,Beechcraft C45G,5.0,4.0,1.0,5.0,4.0,1.0,0.0,crashed while en route after pilot continued vfr flight into adverse weather conditions.,4.0,0.0,Beechcraft,WEATHER,Adverse Weather,Crashed,Commercial,Small,6.0
2110,1964-11-15,"Las Vegas, Nevada",Bonanza Airlines,Fairchild F-27A,29.0,26.0,3.0,29.0,26.0,3.0,0.0,"the aircraft crashed  into rising terrain 9.7 miles south southwest of mc carran field in a snowstorm during an approach to the airport. captain's misinterpretation of approach charts leading to premature descent below obstructing terrain. after years of legal court battles, a u.s. district court judge concluded that the landing charts provided by jeppesen were the main cause of the accident.",8.67,0.0,Fairchild Aircraft,OPERATIONAL,Landing Related,Crashed,Commercial,Small,30.0
2111,1964-11-17,"Off Argentia, Newfoundland, Canada",Military - U.S. Navy,Lockheed P-3A,10.0,0.0,10.0,10.0,0.0,10.0,0.0,crashed into the ocean while on maneuvers.,0.0,0.0,Lockheed Martin,Unknown,Unknown,Crashed,Military,Small,11.0
2112,1964-11-20,"Angelholm, Sweden",Linjeflyg,Convair CV-440,43.0,39.0,4.0,31.0,29.0,2.0,0.0,descended prematurely struck the ground 2 km short of  the runway. crew mistook lights perpendicular to the runway for runway lights and descended prematurely.,9.75,27.91,Convair,OPERATIONAL,Runway Related,Strucked,Commercial,Small,31.72
2113,1964-11-23,"Rome, Italy",Trans World Airlines,Boeing B-707-331,73.0,62.0,11.0,50.0,45.0,5.0,0.0,the captain decided to abort the takeoff after the no. 4 engine pressure ratio read zero thrust and the amber warning light indicating thrust reversal of no. 2 engine came on. the speed was below v1. the aircraft continued to travel past the runway limit and the no. 4 engine struck a steam roller. the aircraft burst into flames. malfunction of the no. 2 engine reverse thruster. the malfunction allowed in the development of forward thrust by no. 2 engine even though all four levers were in the reverse position.,5.64,31.51,Boeing,TECHNICAL,Engine Failure,Strucked,Commercial,Medium,50.68
2114,1964-11-29,"Leopoldville, Democratic Republic of the Congo",Air Congo (BIAS)?,Douglas DC-4,14.0,11.0,3.0,6.0,3.0,3.0,0.0,"while taking off, the aircraft struck an empty fuel drum on the runway which tore away the right stabilizer. the plane lifted off the ground but lost control and crashed.",3.67,57.14,McDonnell Douglas,TECHNICAL,Fuel System Issue,Crashed,Commercial,Small,6.43
2115,1964-12-08,"Tripuani, Bolivia",Aerolineas Abaroa,Douglas DC-3,17.0,13.0,4.0,17.0,13.0,4.0,0.0,the plane crashed in the andes mountains after an explosion blew off the tail of the aircraft. detonation of a bomb in the tail section of the passenger cabin. a suicide-for-insurance plot was suspected.,3.25,0.0,McDonnell Douglas,EXTERNAL,Bombing,Crashed,Commercial,Small,18.0
2116,1964-12-11,"Near Da Nang, South Vietnam",Military - Vietnamese Air Force,Fairchild C-123,38.0,32.0,6.0,38.0,32.0,6.0,0.0,hit a mountain shortly after taking off exploding in flames.,5.33,0.0,Fairchild Aircraft,Unknown,Unknown,Crashed,Military,Small,39.0
2117,1964-12-21,"Near Kaliba, Philippines",Fleming Airways System Transport,Douglas DC-3,39.0,36.0,3.0,1.0,1.0,0.0,0.0,"after losing the no. 1 engine the pilot decided to return to kalibo but could not land do to poor weather. he attempted to divert to bacolod but could not climb to avoid terrain and crashed into a fish pond while attempting to ditch in the sea.  failure to maintain safe single engine speed and altitude following failure of the left engine. the precipitation and poor visibility prevailing at the time of the accident over kalibo and its vicinity and the failure on the part of the maintenance personnel to take action to correct discrepancies logged in the aircraft log-book, individually or collectively contributed to the cause of the accident.",12.0,97.44,McDonnell Douglas,TECHNICAL,Engine Failure,Crashed,Cargo,Small,1.03
2118,1964-12-24,"Near San Francisco, California",Flying Tiger Line,Lockheed L-1049H Super Constellation,3.0,0.0,3.0,3.0,0.0,3.0,0.0,"the cargo plane flew off course and struck a mountain in the san bruno range. the pilot, for undetermined reasons, deviated from departure course into an area of rising terrain where downdraft activity and turbulence affected the climb capability of the aircraft sufficiently to prevent terrain clearance.",0.0,0.0,Lockheed Martin,OPERATIONAL,Cargo Related,Strucked,Commercial,Small,4.0
2119,1964-12-24,"Yurimaguas, Peru",SATCO,Douglas DC-3,23.0,22.0,1.0,1.0,0.0,1.0,0.0,cashed on takeoff.,22.0,95.65,McDonnell Douglas,OPERATIONAL,Takeoff Related,Unknown,Commercial,Small,1.04
2120,1964-12-29,"Near Turrialba, Costa Rica",Lineas Aéreas Sud Americana,Curtiss C-46,5.0,0.0,5.0,5.0,0.0,5.0,0.0,the cargo plane crashed on slope of the turrialba volcano while en route.,0.0,0.0,Curtiss,OPERATIONAL,Cargo Related,Crashed,Commercial,Small,6.0
2121,1964-12-30,"Detroit, Michigan",Zantop Air Transport,Curtis C-46A,4.0,2.0,2.0,4.0,2.0,2.0,0.0,the cargo plane veered off course and struck trees while attempting to land.  loss of control during night instrument approach in adverse weather for undetermined reasons.,1.0,0.0,Other,TECHNICAL,Instrument Failure,Strucked,Cargo,Small,5.0
2122,1965-01-02,"Near Darwaza, Russia",Aeroflot,Lisunov LI-2,24.0,22.0,2.0,24.0,22.0,2.0,0.0,the plane took off and crashed. fuel starvation. fuel selector positioned to an empty tank.,11.0,0.0,Other,TECHNICAL,Fuel System Issue,Crashed,Commercial,Small,25.0
2123,1965-01-03,"Alma-Ata, Kazakhstan",Aeroflot / Kazakhstan,Ilyushin IL-18B,103.0,95.0,8.0,64.0,61.0,3.0,0.0,"during the approach the weather was below minima, but the crew was not aware of this. the plane deviated off course and the controller instructed the crew to execute a go-around but the captain continued the approach. the airplane struck the ground 75m short and to the right of the runway, crossed a ditch and struck trees.",11.88,37.86,Ilyushin,WEATHER,Adverse Weather,Strucked,Commercial,Large,64.62
2124,1965-01-16,"Wichita, Kansas",Military - U.S. Air Force,Boeing KC-135A,7.0,0.0,7.0,7.0,0.0,7.0,23.0,"shortly after taking off, the aircraft made a left bank attempting to return to mcconnell air force base and transmitted a distress message. soon after, the plane crashed to the ground in a nose-down attitude into houses. remains of a parachute were found in the no. 1 engine which may have led to an asymmetrical thrust condition. a preceding b-52 may have blown a drag chute from a f-105 thunderchief against the departing kc-135. the drag chute had been accidently left on the runway.",0.0,0.0,Boeing,TECHNICAL,Engine Failure,Crashed,Military,Small,19.5
2125,1965-01-17,"Near Durango, Mexico",Aerovias del Norte,Curtiss C-46,10.0,7.0,3.0,10.0,7.0,3.0,0.0,crashed while attempting to land and caught fire.,2.33,0.0,Curtiss,Unknown,Unknown,Crashed,Commercial,Small,11.0
2126,1965-01-22,Mt. Helmos. Greece,Military - U.S. Air Force,Douglas C-124C,10.0,0.0,10.0,10.0,0.0,10.0,0.0,"in poor visibility, struck mt helmos located near kalávryta, 40 km southeast of patras.",0.0,0.0,McDonnell Douglas,Unknown,Unknown,Strucked,Military,Small,11.0
2127,1965-02-06,"San Jose Volcano, Chile",LAN,Douglas DC-6B,87.0,80.0,7.0,87.0,80.0,7.0,0.0,"after an improper climb, the aircraft flew into a 12,000 ft. mountain in the la melosas area of the andes. crew did not follow flight plan for climbing out of santiago.",11.43,0.0,McDonnell Douglas,Unknown,Unknown,Unknown,Commercial,Medium,88.0
2128,1965-02-08,"Off Jones Beach, New York, New York",Eastern Air Lines,Douglas DC-7B,84.0,79.0,5.0,84.0,79.0,5.0,0.0,"the aircraft crashed shortly after taking off after taking evasive action to avoid  pan american flight 212, a  boeing-707, that was planning to land. the aircraft were separated vertically by approximately 1,000 feet although this was not known to the  controllers involved. the eal captain had the illusion that a potential collision course existed. as a result of this illusion, a descent was initiated. in this circumstance the dc-7 was placed in an unusual attitude, resulting in spatial disorientation of the crew. placement of the two aircraft on a near head on course which prompted the eal plane to make an evasive maneuver from which the pilots could not recover.",15.8,0.0,McDonnell Douglas,Unknown,Unknown,Crashed,Commercial,Medium,85.0
2129,1965-02-13,"Miami, Florida",Aerolineas El Salvador,Curtiss C-46A,2.0,0.0,2.0,2.0,0.0,2.0,0.0,the cargo plane lost the no. 1 engine on takeoff. the prop could not be feathered and the plane crashed. fatigue fracture of the crankshaft. inadequate maintenance and inspection.,0.0,0.0,Curtiss,TECHNICAL,Engine Failure,Crashed,Commercial,Small,3.0
2130,1965-02-13,"Near Shirinbulak, Azerbaijan",Aeroflot,Ilyushin IL-14P,23.0,19.0,4.0,23.0,19.0,4.0,0.0,crashed. crew error. premature descent.,4.75,0.0,Ilyushin,Unknown,Unknown,Crashed,Commercial,Small,24.0
